dataset,clf,y_true,y_point,p_max,T,I,F
Vowel,NB,6,7,0.50515,0.39827,0.5363,0.4
Vowel,NB,10,10,0.89933,0.7957,0.31724,0.0
Vowel,NB,5,5,0.66881,0.56114,0.35688,0.35
Vowel,NB,9,9,0.43194,0.4456,0.57745,0.5
Vowel,NB,4,7,0.3068,0.21436,0.39136,0.8
Vowel,NB,10,10,0.95325,0.87779,0.21644,0.0
Vowel,NB,7,10,0.3544,0.34466,0.2386,0.35
Vowel,NB,2,2,0.47437,0.53188,0.58329,0.45
Vowel,NB,7,7,0.76505,0.57862,0.61904,0.35
Vowel,NB,3,5,0.68229,0.62052,0.3999,0.2
Vowel,NB,4,4,0.81239,0.73805,0.31248,0.0
Vowel,NB,2,2,0.48463,0.56658,0.45192,0.25
Vowel,NB,8,8,0.93977,0.8059,0.41038,0.1
Vowel,NB,2,2,0.51052,0.60282,0.42285,0.25
Vowel,NB,3,3,0.57654,0.50734,0.56331,0.5
Vowel,NB,7,7,0.74198,0.57995,0.5985,0.35
Vowel,NB,2,2,0.64235,0.57014,0.39581,0.25
Vowel,NB,1,1,0.72753,0.68081,0.40999,0.2
Vowel,NB,6,5,0.50902,0.40163,0.42203,0.6
Vowel,NB,8,2,0.48893,0.43408,0.38171,0.5
Vowel,NB,3,9,0.40886,0.43616,0.37303,0.25
Vowel,NB,0,5,0.61981,0.5611,0.33011,0.15
Vowel,NB,3,3,0.35115,0.33634,0.28857,0.55
Vowel,NB,9,9,0.87888,0.85503,0.29849,0.05
Vowel,NB,8,8,0.53925,0.60166,0.38835,0.2
Vowel,NB,5,7,0.54598,0.53923,0.40993,0.2
Vowel,NB,9,9,0.9304,0.90822,0.1531,0.0
Vowel,NB,10,10,0.63768,0.69635,0.31488,0.15
Vowel,NB,7,6,0.55151,0.56394,0.23139,0.1
Vowel,NB,3,3,0.66363,0.65225,0.25701,0.1
Vowel,NB,4,4,0.4501,0.41129,0.31407,0.4
Vowel,NB,3,3,0.45511,0.46627,0.2575,0.35
Vowel,NB,7,5,0.34358,0.3295,0.24833,0.55
Vowel,NB,0,0,0.96864,0.9657,0.05119,0.0
Vowel,NB,9,9,0.96617,0.9559,0.06598,0.0
Vowel,NB,3,3,0.5947,0.5768,0.28743,0.15
Vowel,NB,4,9,0.68649,0.68725,0.26408,0.05
Vowel,NB,8,8,0.959,0.92743,0.11878,0.0
Vowel,NB,7,7,0.54197,0.52214,0.18185,0.15
Vowel,NB,1,1,0.47454,0.47288,0.47709,0.55
Vowel,NB,2,2,0.86475,0.6864,0.6074,0.15
Vowel,NB,4,3,0.68426,0.57902,0.38212,0.05
Vowel,NB,5,5,0.57914,0.49407,0.57973,0.35
Vowel,NB,6,0,0.67141,0.60296,0.49464,0.25
Vowel,NB,9,9,0.98074,0.96836,0.06625,0.0
Vowel,NB,10,10,0.78613,0.80596,0.23056,0.0
Vowel,NB,8,8,0.90357,0.87356,0.34716,0.05
Vowel,NB,6,0,0.64287,0.61768,0.50771,0.25
Vowel,NB,4,4,0.42003,0.25488,0.30032,0.8
Vowel,NB,8,8,0.90664,0.86928,0.36478,0.05
Vowel,NB,1,2,0.58822,0.51525,0.50635,0.2
Vowel,NB,3,3,0.52896,0.38652,0.55446,0.55
Vowel,NB,10,10,0.71013,0.72819,0.27316,0.05
Vowel,NB,2,2,0.832,0.61188,0.52693,0.25
Vowel,NB,6,6,0.76365,0.76193,0.20361,0.0
Vowel,NB,3,3,0.9678,0.87208,0.31331,0.0
Vowel,NB,1,1,0.60881,0.59714,0.41653,0.35
Vowel,NB,7,6,0.70925,0.66883,0.32902,0.05
Vowel,NB,5,5,0.42715,0.44213,0.42622,0.3
Vowel,NB,8,8,0.7324,0.77711,0.4549,0.15
Vowel,NB,2,2,0.92987,0.75995,0.39978,0.15
Vowel,NB,0,0,0.81267,0.76666,0.25176,0.0
Vowel,NB,8,8,0.98248,0.95817,0.07375,0.0
Vowel,NB,2,8,0.66308,0.45021,0.43385,0.55
Vowel,NB,0,1,0.53571,0.55495,0.41271,0.4
Vowel,NB,6,3,0.48899,0.40709,0.44085,0.65
Vowel,NB,4,4,0.80185,0.8016,0.15958,0.0
Vowel,NB,5,5,0.71285,0.66168,0.29802,0.05
Vowel,NB,10,10,0.49625,0.44331,0.29482,0.65
Vowel,NB,1,1,0.64652,0.49756,0.43538,0.55
Vowel,NB,5,5,0.74744,0.68921,0.28151,0.0
Vowel,NB,3,9,0.58307,0.55862,0.40976,0.4
Vowel,NB,4,4,0.71497,0.69874,0.18802,0.0
Vowel,NB,8,8,0.95978,0.89246,0.17869,0.0
Vowel,NB,1,2,0.57923,0.63545,0.50058,0.3
Vowel,NB,3,9,0.67994,0.67743,0.33023,0.15
Vowel,NB,9,9,0.9732,0.97102,0.03313,0.0
Vowel,NB,4,4,0.6022,0.61198,0.2066,0.0
Vowel,NB,7,6,0.4102,0.35884,0.29143,0.6
Vowel,NB,2,2,0.49806,0.65573,0.51938,0.2
Vowel,NB,1,2,0.52063,0.61431,0.50942,0.35
Vowel,NB,2,8,0.555,0.38003,0.38128,0.7
Vowel,NB,1,1,0.82864,0.78898,0.17325,0.0
Vowel,NB,5,5,0.66177,0.61756,0.20469,0.0
Vowel,NB,6,6,0.42375,0.44177,0.19369,0.2
Vowel,NB,4,4,0.71259,0.57559,0.40383,0.1
Vowel,NB,10,10,0.96612,0.95027,0.08735,0.0
Vowel,NB,4,4,0.70069,0.60317,0.39662,0.1
Vowel,NB,7,7,0.76392,0.75135,0.27921,0.0
Vowel,NB,5,5,0.79137,0.74129,0.18946,0.0
Vowel,NB,10,10,0.98973,0.98189,0.03757,0.0
Vowel,NB,0,0,0.69988,0.64234,0.32446,0.1
Vowel,NB,2,8,0.56208,0.4793,0.29333,0.5
Vowel,NB,5,5,0.81456,0.76055,0.18795,0.0
Vowel,NB,2,2,0.69796,0.75211,0.23385,0.0
Vowel,NB,6,5,0.45445,0.53151,0.36464,0.3
Vowel,NB,9,9,0.85457,0.84195,0.2068,0.0
Vowel,NB,8,8,0.87715,0.70902,0.49806,0.25
Vowel,NB,3,3,0.63661,0.61768,0.50363,0.35
Vowel,NB,10,10,0.97699,0.93565,0.18335,0.0
Vowel,NB,8,8,0.81908,0.60247,0.61425,0.4
Vowel,NB,1,1,0.86983,0.82333,0.19894,0.0
Vowel,NB,0,0,0.90773,0.87294,0.16811,0.0
Vowel,NB,5,5,0.72427,0.65015,0.30037,0.05
Vowel,NB,8,8,0.78754,0.57,0.57587,0.4
Vowel,NB,2,2,0.65404,0.75266,0.25814,0.0
Vowel,NB,5,5,0.75407,0.68186,0.28326,0.05
Vowel,NB,6,6,0.56417,0.53278,0.26648,0.15
Vowel,NB,10,10,0.99035,0.95966,0.13963,0.0
Vowel,NB,1,1,0.61588,0.42529,0.47824,0.55
Vowel,NB,9,9,0.59509,0.61109,0.55869,0.25
Vowel,NB,8,10,0.99839,0.98013,0.07285,0.0
Vowel,NB,1,1,0.42259,0.28185,0.4597,0.7
Vowel,NB,0,7,0.64615,0.65295,0.20267,0.0
Vowel,NB,2,10,0.54061,0.31761,0.52828,0.75
Vowel,NB,1,2,0.36279,0.48964,0.43817,0.55
Vowel,NB,10,10,0.98667,0.94158,0.13068,0.0
Vowel,NB,7,4,0.34005,0.38821,0.30898,0.35
Vowel,NB,8,10,0.99887,0.98626,0.05298,0.0
Vowel,NB,9,4,0.53331,0.50996,0.57445,0.5
Vowel,NB,7,4,0.38787,0.43319,0.29223,0.35
Vowel,NB,0,7,0.32603,0.34842,0.22788,0.35
Vowel,NB,9,4,0.48904,0.45223,0.57571,0.55
Vowel,NB,4,10,0.45533,0.39904,0.41812,0.5
Vowel,NB,1,1,0.70661,0.71328,0.21556,0.0
Vowel,NB,0,0,0.9743,0.97089,0.05026,0.0
Vowel,NB,5,5,0.64433,0.62952,0.25289,0.1
Vowel,NB,3,2,0.47474,0.49548,0.50407,0.4
Vowel,NB,7,7,0.7775,0.78477,0.17872,0.0
Vowel,NB,2,2,0.94749,0.83943,0.26545,0.0
Vowel,NB,1,2,0.61303,0.45336,0.45316,0.55
Vowel,NB,3,3,0.98452,0.92389,0.25977,0.0
Vowel,NB,1,1,0.66909,0.60948,0.33022,0.2
Vowel,NB,0,0,0.86157,0.81626,0.25269,0.0
Vowel,NB,3,5,0.57735,0.52564,0.39079,0.45
Vowel,NB,2,7,0.32952,0.31926,0.19135,0.55
Vowel,NB,10,10,0.87114,0.88199,0.15586,0.0
Vowel,NB,9,9,0.86872,0.85193,0.2124,0.0
Vowel,NB,6,6,0.36432,0.34544,0.20519,0.35
Vowel,NB,10,10,0.91613,0.91718,0.11684,0.0
Vowel,NB,0,0,0.84675,0.80712,0.23055,0.0
Vowel,NB,4,10,0.78535,0.7341,0.27419,0.05
Vowel,NB,7,7,0.61219,0.59979,0.26011,0.05
Vowel,NB,7,7,0.68772,0.66354,0.26068,0.0
Vowel,NB,5,5,0.75421,0.72884,0.26713,0.05
Vowel,NB,6,5,0.75129,0.69453,0.36964,0.0
Vowel,NB,4,4,0.52212,0.47681,0.36987,0.45
Vowel,NB,7,7,0.66076,0.63653,0.26446,0.0
Vowel,NB,6,5,0.88475,0.84886,0.22255,0.0
Vowel,NB,4,9,0.5695,0.55872,0.24461,0.15
Vowel,NB,6,5,0.92536,0.89933,0.16013,0.0
Vowel,NB,9,9,0.93631,0.86034,0.36658,0.1
Vowel,NB,4,9,0.46663,0.41738,0.25372,0.35
Vowel,NB,4,9,0.48825,0.47241,0.2232,0.2
Vowel,NB,10,10,0.89535,0.88818,0.13638,0.0
Vowel,NB,6,6,0.39684,0.41809,0.29408,0.4
Vowel,NB,7,7,0.61059,0.57992,0.34276,0.15
Vowel,NB,7,7,0.68453,0.6445,0.31649,0.15
Vowel,NB,3,3,0.54755,0.57908,0.37601,0.2
Vowel,NB,2,2,0.46945,0.40857,0.3476,0.55
Vowel,NB,0,0,0.82168,0.82526,0.21169,0.0
Vowel,NB,10,2,0.4389,0.41517,0.30765,0.55
Vowel,NB,7,7,0.68131,0.63773,0.32122,0.0
Vowel,NB,8,8,0.76317,0.78906,0.38235,0.1
Vowel,NB,1,1,0.53217,0.57057,0.41777,0.25
Vowel,NB,5,5,0.46698,0.47446,0.2617,0.15
Vowel,NB,10,10,0.52673,0.52319,0.34108,0.25
Vowel,NB,0,0,0.83938,0.83719,0.20835,0.0
Vowel,NB,9,9,0.69825,0.68737,0.31801,0.1
Vowel,NB,2,2,0.43484,0.57075,0.44002,0.25
Vowel,NB,6,6,0.50065,0.36189,0.2886,0.45
Vowel,NB,9,3,0.70775,0.65496,0.49829,0.2
Vowel,NB,3,3,0.60025,0.55276,0.46586,0.4
Vowel,NB,9,3,0.72538,0.67505,0.45905,0.15
Vowel,NB,10,4,0.56975,0.57025,0.27933,0.05
Vowel,NB,6,6,0.63924,0.55259,0.27949,0.1
Vowel,NB,9,3,0.71718,0.67384,0.43488,0.2
Vowel,NB,10,4,0.45589,0.45017,0.27309,0.4
Vowel,NB,7,7,0.59785,0.60333,0.32073,0.15
Vowel,NB,8,8,0.95497,0.89743,0.21767,0.0
Vowel,NB,2,2,0.46027,0.5273,0.49446,0.35
Vowel,NB,5,5,0.56958,0.59212,0.53862,0.3
Vowel,NB,4,4,0.76181,0.691,0.33289,0.05
Vowel,NB,0,6,0.60308,0.55655,0.31074,0.15
Vowel,NB,6,7,0.55782,0.52426,0.41977,0.25
Vowel,NB,10,10,0.89328,0.70531,0.50381,0.15
Vowel,NB,8,10,0.58519,0.38908,0.5243,0.6
Vowel,NB,5,5,0.91555,0.88155,0.22315,0.0
Vowel,NB,6,7,0.53342,0.51538,0.42265,0.25
Vowel,NB,9,4,0.77163,0.69265,0.5254,0.25
Vowel,NB,2,10,0.84169,0.63966,0.49649,0.25
Vowel,NB,8,10,0.80967,0.60441,0.48753,0.3
Vowel,NB,3,4,0.5187,0.49971,0.45906,0.3
Vowel,NB,2,10,0.73383,0.5133,0.49742,0.3
Vowel,NB,0,6,0.64725,0.59523,0.30468,0.05
Vowel,NB,7,7,0.45369,0.41571,0.60302,0.4
Vowel,NB,5,3,0.39939,0.43227,0.44663,0.35
Vowel,NB,8,8,0.75961,0.5512,0.53221,0.35
Vowel,NB,1,7,0.4026,0.3546,0.4173,0.55
Vowel,NB,0,0,0.40003,0.28193,0.31176,0.75
Vowel,NB,5,3,0.38286,0.42253,0.44674,0.35
Vowel,NB,9,9,0.42999,0.4518,0.49347,0.45
Vowel,NB,4,4,0.82772,0.81396,0.27462,0.0
Vowel,NB,5,6,0.37084,0.24337,0.36351,0.7
Vowel,NB,3,5,0.58016,0.54898,0.37601,0.3
Vowel,NB,9,9,0.48632,0.49554,0.48597,0.45
Vowel,NB,4,4,0.835,0.82059,0.26713,0.0
Vowel,NB,10,10,0.93296,0.85438,0.35908,0.05
Vowel,NB,7,7,0.65956,0.66717,0.38043,0.2
Vowel,NB,1,1,0.74383,0.60622,0.43331,0.1
Vowel,NB,0,0,0.72019,0.61454,0.27755,0.0
Vowel,NB,3,3,0.46644,0.48325,0.44247,0.35
Vowel,NB,0,0,0.69219,0.5465,0.34523,0.1
Vowel,NB,6,6,0.68794,0.4868,0.45257,0.2
Vowel,NB,8,2,0.49329,0.46289,0.36286,0.5
Vowel,NB,0,5,0.56171,0.4848,0.47955,0.35
Vowel,NB,3,9,0.44769,0.49405,0.37411,0.25
Vowel,NB,0,0,0.46663,0.45912,0.37149,0.35
Vowel,NB,4,4,0.49414,0.4654,0.38803,0.45
Vowel,NB,6,5,0.68846,0.62362,0.47286,0.2
Vowel,NB,9,9,0.90069,0.86119,0.36854,0.05
Vowel,NB,10,2,0.44048,0.35116,0.34593,0.5
Vowel,NB,5,5,0.38495,0.378,0.39343,0.55
Vowel,NB,4,7,0.59303,0.51261,0.50377,0.25
Vowel,NB,10,4,0.35033,0.31017,0.4288,0.7
Vowel,NB,8,8,0.5484,0.52328,0.29164,0.35
Vowel,NB,0,0,0.9806,0.97928,0.02576,0.0
Vowel,NB,6,6,0.94021,0.86719,0.31635,0.05
Vowel,NB,2,2,0.97397,0.87014,0.38885,0.05
Vowel,NB,1,1,0.52446,0.59925,0.48108,0.2
Vowel,NB,9,9,0.9351,0.94031,0.07252,0.0
Vowel,NB,1,1,0.53781,0.59808,0.45326,0.2
Vowel,NB,4,9,0.40999,0.44383,0.33861,0.4
Vowel,NB,8,8,0.92028,0.91645,0.08016,0.0
Vowel,NB,1,1,0.54417,0.59496,0.47267,0.2
Vowel,NB,5,5,0.82933,0.81376,0.22275,0.0
Vowel,NB,3,3,0.67915,0.6497,0.34418,0.05
Vowel,NB,2,2,0.9331,0.83482,0.31598,0.0
Vowel,NB,6,6,0.91451,0.8489,0.31999,0.05
Vowel,NB,9,9,0.97006,0.9721,0.04385,0.0
Vowel,NB,7,7,0.56168,0.57868,0.29686,0.05
Vowel,NB,2,2,0.87815,0.79886,0.28281,0.05
Vowel,NB,1,1,0.37181,0.4474,0.52698,0.4
Vowel,NB,3,3,0.71333,0.68434,0.34533,0.1
Vowel,NB,2,2,0.55521,0.35278,0.62823,0.65
Vowel,NB,7,7,0.53777,0.44647,0.49502,0.4
Vowel,NB,9,9,0.98602,0.98248,0.0593,0.0
Vowel,NB,2,2,0.51088,0.33754,0.642,0.65
Vowel,NB,5,3,0.45835,0.36758,0.54318,0.55
Vowel,NB,0,0,0.689,0.66115,0.39606,0.1
Vowel,NB,5,3,0.39863,0.34127,0.49278,0.5
Vowel,NB,9,9,0.95026,0.94364,0.20009,0.0
Vowel,NB,8,2,0.61491,0.48169,0.64579,0.55
Vowel,NB,3,3,0.98123,0.90615,0.25343,0.0
Vowel,NB,10,7,0.72643,0.64317,0.45541,0.1
Vowel,NB,4,3,0.72016,0.60983,0.45544,0.2
Vowel,NB,10,4,0.50909,0.48192,0.30859,0.3
Vowel,NB,0,0,0.92655,0.88373,0.1542,0.0
Vowel,NB,10,4,0.44862,0.42274,0.29578,0.4
Vowel,NB,1,1,0.71164,0.79433,0.20106,0.0
Vowel,NB,0,0,0.55003,0.45269,0.43943,0.6
Vowel,NB,6,6,0.75121,0.59402,0.57074,0.3
Vowel,NB,4,3,0.54738,0.45743,0.48958,0.3
Vowel,NB,7,6,0.42376,0.34741,0.39979,0.55
Vowel,NB,1,1,0.68753,0.77873,0.21058,0.0
Vowel,NB,1,1,0.55107,0.51332,0.41342,0.4
Vowel,NB,3,3,0.75501,0.66562,0.33883,0.1
Vowel,NB,4,4,0.78496,0.7377,0.30372,0.05
Vowel,NB,7,6,0.42217,0.42789,0.31584,0.35
Vowel,NB,3,3,0.64964,0.5698,0.30391,0.15
Vowel,NB,10,10,0.71078,0.73649,0.27758,0.05
Vowel,NB,7,6,0.38916,0.42194,0.31496,0.35
Vowel,NB,0,1,0.68203,0.72683,0.36195,0.1
Vowel,NB,5,5,0.65154,0.5627,0.32378,0.25
Vowel,NB,5,5,0.66155,0.5661,0.29691,0.15
Vowel,NB,6,7,0.34876,0.326,0.25369,0.4
Vowel,NB,9,9,0.96401,0.96723,0.04152,0.0
Vowel,NB,4,4,0.6442,0.58108,0.30232,0.25
Vowel,NB,7,1,0.34078,0.3764,0.33495,0.3
Vowel,NB,3,5,0.47952,0.4362,0.44147,0.4
Vowel,NB,9,9,0.87603,0.88368,0.13535,0.0
Vowel,NB,2,2,0.57873,0.60607,0.33966,0.25
Vowel,NB,0,0,0.87283,0.85599,0.14,0.0
Vowel,NB,8,8,0.91556,0.87191,0.16836,0.0
Vowel,NB,6,0,0.50444,0.46831,0.19846,0.25
Vowel,NB,4,4,0.54477,0.52413,0.24675,0.25
Vowel,NB,8,8,0.91705,0.87123,0.16423,0.0
Vowel,NB,1,2,0.58168,0.59857,0.34561,0.15
Vowel,NB,6,7,0.49686,0.5239,0.22454,0.05
Vowel,NB,10,10,0.993,0.99209,0.01286,0.0
Vowel,NB,8,8,0.91237,0.84851,0.29182,0.05
Vowel,NB,0,0,0.83153,0.73186,0.40856,0.15
Vowel,NB,10,10,0.99719,0.99621,0.00785,0.0
Vowel,NB,7,6,0.64112,0.62956,0.29952,0.15
Vowel,NB,2,2,0.77756,0.76404,0.24888,0.05
Vowel,NB,4,4,0.76241,0.72153,0.3039,0.05
Vowel,NB,7,6,0.70433,0.71533,0.30929,0.05
Vowel,NB,2,2,0.77826,0.77729,0.24741,0.05
Vowel,NB,1,1,0.91368,0.88738,0.15284,0.0
Vowel,NB,3,5,0.57292,0.59105,0.53096,0.35
Vowel,NB,9,9,0.5313,0.48487,0.3856,0.35
Vowel,NB,7,6,0.7642,0.76886,0.32747,0.05
Vowel,NB,1,1,0.90135,0.86161,0.17097,0.0
Vowel,NB,5,5,0.80201,0.75336,0.39779,0.05
Vowel,NB,9,10,0.37518,0.36654,0.34516,0.65
Vowel,NB,7,6,0.72907,0.73401,0.34918,0.15
Vowel,NB,3,5,0.56556,0.53021,0.27638,0.2
Vowel,NB,9,9,0.57066,0.52337,0.37626,0.3
Vowel,NB,7,6,0.76589,0.77717,0.31452,0.1
Vowel,NB,0,7,0.50982,0.5182,0.21748,0.05
Vowel,NB,6,6,0.47346,0.49842,0.40737,0.4
Vowel,NB,2,10,0.8987,0.78472,0.36608,0.05
Vowel,NB,3,4,0.49107,0.51751,0.48675,0.3
Vowel,NB,8,10,0.99238,0.96326,0.15572,0.0
Vowel,NB,2,10,0.64738,0.52751,0.37891,0.2
Vowel,NB,6,7,0.36032,0.32547,0.28264,0.55
Vowel,NB,9,10,0.554,0.50896,0.44842,0.45
Vowel,NB,1,1,0.33671,0.26543,0.36301,0.7
Vowel,NB,2,10,0.6635,0.55433,0.35457,0.25
Vowel,NB,3,9,0.3919,0.35065,0.33276,0.6
Vowel,NB,0,0,0.96434,0.96063,0.0819,0.0
Vowel,NB,5,5,0.7766,0.74255,0.25072,0.0
Vowel,NB,6,6,0.48446,0.39373,0.48092,0.55
Vowel,NB,10,10,0.82233,0.76501,0.3326,0.1
Vowel,NB,8,8,0.98453,0.98242,0.04648,0.0
Vowel,NB,2,2,0.87118,0.80922,0.22956,0.05
Vowel,NB,10,8,0.41322,0.41319,0.41359,0.45
Vowel,NB,3,3,0.37913,0.34925,0.53534,0.55
Vowel,NB,4,4,0.33669,0.3516,0.312,0.55
Vowel,NB,1,1,0.5917,0.66473,0.15512,0.05
Vowel,NB,5,3,0.52619,0.5316,0.30662,0.3
Vowel,NB,0,1,0.49671,0.5625,0.28784,0.2
Vowel,NB,5,3,0.60549,0.60593,0.26876,0.05
Vowel,NB,10,8,0.43665,0.40543,0.41257,0.55
Vowel,NB,7,7,0.86314,0.8696,0.10274,0.0
Vowel,NB,2,2,0.9197,0.83792,0.24671,0.0
Vowel,NB,5,3,0.60715,0.58713,0.30026,0.05
Vowel,NB,6,7,0.48183,0.44799,0.43269,0.35
Vowel,NB,4,4,0.50918,0.52405,0.18287,0.2
Vowel,NB,8,8,0.63072,0.64856,0.39626,0.25
Vowel,NB,6,5,0.59495,0.60974,0.26931,0.0
Vowel,NB,6,5,0.51037,0.5404,0.2839,0.25
Vowel,NB,10,10,0.82473,0.79063,0.25362,0.05
Vowel,NB,7,7,0.77477,0.76146,0.17885,0.0
Vowel,NB,0,0,0.90444,0.8855,0.12392,0.0
Vowel,NB,4,4,0.70791,0.71139,0.27339,0.0
Vowel,NB,5,5,0.94595,0.91576,0.14276,0.0
Vowel,NB,10,10,0.89088,0.86515,0.18897,0.0
Vowel,NB,8,8,0.64887,0.67461,0.39745,0.2
Vowel,NB,5,5,0.9347,0.91475,0.12546,0.0
Vowel,NB,8,8,0.63657,0.65806,0.4054,0.25
Vowel,NB,1,1,0.63184,0.70679,0.29392,0.15
Vowel,NB,6,6,0.39872,0.3878,0.24649,0.2
Vowel,NB,3,5,0.49615,0.40787,0.38411,0.45
Vowel,NB,8,8,0.74137,0.69572,0.24683,0.05
Vowel,NB,0,0,0.81822,0.79831,0.28138,0.0
Vowel,NB,4,9,0.7812,0.75507,0.28827,0.05
Vowel,NB,10,10,0.64411,0.64181,0.26336,0.1
Vowel,NB,2,2,0.4853,0.40488,0.28944,0.55
Vowel,NB,3,3,0.57969,0.63117,0.28899,0.15
Vowel,NB,9,9,0.94935,0.91963,0.16119,0.0
Vowel,NB,3,3,0.60926,0.65393,0.26248,0.15
Vowel,NB,9,9,0.93487,0.9076,0.17629,0.0
Vowel,NB,8,8,0.88168,0.85926,0.16465,0.0
Vowel,NB,2,2,0.47583,0.43226,0.35266,0.4
Vowel,NB,3,5,0.58717,0.52986,0.31852,0.25
Vowel,NB,8,8,0.65746,0.71612,0.36557,0.1
Vowel,NB,2,2,0.39691,0.36459,0.31941,0.7
Vowel,NB,9,9,0.71643,0.59463,0.46239,0.3
Vowel,NB,10,2,0.61342,0.54882,0.33955,0.2
Vowel,NB,1,1,0.39695,0.48709,0.32323,0.25
Vowel,NB,5,6,0.52129,0.47943,0.34842,0.35
Vowel,NB,7,7,0.81627,0.80664,0.1984,0.0
Vowel,NB,4,9,0.52655,0.48071,0.41426,0.4
Vowel,NB,2,2,0.60046,0.58551,0.31299,0.1
Vowel,NB,0,0,0.82514,0.80929,0.16533,0.0
Vowel,NB,4,9,0.47662,0.45029,0.37467,0.5
Vowel,NB,10,2,0.44249,0.4135,0.3726,0.45
Vowel,NB,1,0,0.49464,0.53143,0.26397,0.15
Vowel,NB,3,3,0.50061,0.57112,0.44069,0.4
Vowel,NB,10,4,0.59627,0.54079,0.35617,0.35
Vowel,NB,6,6,0.68367,0.68581,0.324,0.0
Vowel,NB,8,8,0.90668,0.82971,0.30621,0.05
Vowel,NB,4,9,0.55197,0.50577,0.35259,0.25
Vowel,NB,0,0,0.73596,0.71917,0.28672,0.05
Vowel,NB,9,3,0.60078,0.63211,0.3799,0.15
Vowel,NB,7,7,0.57548,0.56739,0.43872,0.25
Vowel,NB,8,8,0.51063,0.42496,0.47989,0.4
Vowel,NB,2,10,0.61836,0.57488,0.4566,0.3
Vowel,NB,5,5,0.87708,0.83634,0.21462,0.0
Vowel,NB,4,7,0.38478,0.41014,0.50816,0.5
Vowel,NB,7,7,0.47566,0.47185,0.58803,0.4
Vowel,NB,1,1,0.72454,0.51882,0.36941,0.1
Vowel,NB,0,0,0.44307,0.42969,0.41422,0.45
Vowel,NB,7,7,0.54373,0.51332,0.57943,0.35
Vowel,NB,6,7,0.56199,0.53092,0.45403,0.3
Vowel,NB,3,4,0.46354,0.38986,0.37356,0.45
Vowel,NB,9,4,0.75823,0.74167,0.42605,0.1
Vowel,NB,7,7,0.49814,0.4798,0.57254,0.45
Vowel,NB,6,7,0.59102,0.5494,0.43856,0.2
Vowel,NB,9,4,0.76404,0.74974,0.42798,0.1
Vowel,NB,1,7,0.57104,0.53178,0.41724,0.15
Vowel,NB,0,0,0.81618,0.79539,0.33819,0.1
Vowel,NB,9,9,0.51265,0.40321,0.44002,0.5
Vowel,NB,5,3,0.40441,0.40573,0.48858,0.55
Vowel,NB,6,6,0.56715,0.53275,0.60478,0.25
Vowel,NB,5,5,0.57316,0.43275,0.54877,0.6
Vowel,NB,8,8,0.81258,0.70645,0.40895,0.2
Vowel,NB,1,2,0.36735,0.35563,0.48265,0.45
Vowel,NB,5,5,0.52909,0.40184,0.55139,0.65
Vowel,NB,4,4,0.77564,0.71945,0.26831,0.05
Vowel,NB,10,10,0.97306,0.94699,0.12738,0.0
Vowel,NB,1,1,0.82935,0.85263,0.39776,0.05
Vowel,NB,5,5,0.76139,0.67342,0.41586,0.15
Vowel,NB,8,8,0.57097,0.55015,0.34142,0.3
Vowel,NB,2,2,0.39533,0.28059,0.30242,0.85
Vowel,NB,7,5,0.45557,0.38176,0.45198,0.4
Vowel,NB,8,8,0.56007,0.53483,0.34483,0.3
Vowel,NB,9,9,0.7118,0.60195,0.45154,0.25
Vowel,NB,10,4,0.31218,0.27378,0.33408,0.65
Vowel,NB,2,1,0.45675,0.61403,0.39392,0.2
Vowel,NB,10,4,0.34557,0.29445,0.36188,0.65
Vowel,NB,3,3,0.67058,0.67477,0.24219,0.05
Vowel,NB,4,4,0.56375,0.48203,0.38236,0.25
Vowel,NB,8,8,0.79747,0.73955,0.31025,0.0
Vowel,NB,6,6,0.67119,0.57882,0.47397,0.2
Vowel,NB,0,0,0.96984,0.95575,0.08579,0.0
Vowel,NB,6,6,0.69741,0.60737,0.44936,0.2
Vowel,NB,10,10,0.8689,0.87549,0.20829,0.0
Vowel,NB,2,2,0.88793,0.7224,0.42105,0.15
Vowel,NB,6,6,0.64513,0.5883,0.37863,0.15
Vowel,NB,10,10,0.90716,0.88943,0.15109,0.0
Vowel,NB,8,8,0.91794,0.75751,0.61118,0.25
Vowel,NB,9,9,0.9545,0.91235,0.17081,0.0
Vowel,NB,4,3,0.79662,0.73951,0.30969,0.1
Vowel,NB,10,9,0.37839,0.33182,0.34331,0.7
Vowel,NB,0,0,0.79061,0.67881,0.4583,0.15
Vowel,NB,5,5,0.43469,0.35508,0.59742,0.55
Vowel,NB,6,6,0.41103,0.34233,0.48784,0.5
Vowel,NB,10,4,0.38438,0.34938,0.39462,0.55
Vowel,NB,7,3,0.36787,0.3208,0.39522,0.6
Vowel,NB,4,3,0.86095,0.77174,0.35428,0.05
Vowel,NB,3,3,0.92295,0.85112,0.41854,0.05
Vowel,NB,4,3,0.71192,0.63599,0.38178,0.15
Vowel,NB,2,2,0.56848,0.3003,0.53501,0.65
Vowel,NB,9,9,0.89017,0.81722,0.32379,0.1
Vowel,NB,10,10,0.82373,0.82065,0.20481,0.0
Vowel,NB,7,5,0.39619,0.32979,0.51101,0.6
Vowel,NB,1,1,0.45858,0.45357,0.42273,0.5
Vowel,NB,0,0,0.87003,0.83894,0.21976,0.0
Vowel,NB,6,6,0.41125,0.37939,0.31255,0.55
